title,full_text,generated
노부 시네마,"포르투갈 다큐멘터리 영화의 역사는 1960년대 시네클럽 활동을 통해 새로운 방향으로 나아가기 시작했고, 안토니우 다 쿠냐 텔르스가 제작한 '녹색의 해', '벨라르미누', 'Domingo à Tarde'와 같은 영화들이 그 시대적 변화를 대표한다.",1
조곡 니코니코 동화,'몬태규가와 캐퓰릿가(로미오와 줄리엣)'은 목록에는 포함되지 않았지만 사용되었다.,1
인간공학,"인간공학은 인간을 이해하고, 그 특성을 최적화하여 인간과 기계의 상호작용을 효율적이고 편리하게 만드는 것을 목표로 하는 학문이다.",1
아우구스투스,"대중은 아우구스투스가 막대한 부를 소유하고 있었음에도 불구하고, 그는 직접 가도 건설에 나서 공공사업에 기여했다는 사실을 제대로 알지 못했다.",1
포스트버스 스위스,포스트버스 스위스 소속의 프랑스 자회사인 CarPostale France는 프랑스 내 여러 지역을 연결하는 버스 서비스를 제공했다.,1
노부나가 포위망,"시바타 가쓰이에는 가가 침공을 지속했지만, 덴쇼 5년 7월 나나오 성이 다시 겐신의 공격을 받자 후방 지원을 위해 노토로 진격했으나, 나나오 성은 가쓰이에의 원군 도착 전에 함락되자 가쓰이에는 퇴각했고, 데도리가와 강에서 우에스기 겐신에게 패배했다.",1
자동차,"서스펜션이라고도 불리는 현가 장치는 자동차의 노면 충격을 흡수하여 차체와 부품에 직접적인 충격을 방지하며, 승차감에 큰 영향을 미치는 핵심 부품으로 자동차 설계 시 우선적으로 고려된다.",1
대한민국의 제조물 책임법,"제조물책임법은 제조 또는 가공된 동산을 대상으로 하며, 제조는 원재료를 이용해 새로운 물품을 만드는 행위이고, 가공은 원재료의 본질을 유지하면서 새로운 속성을 부여하는 과정을 의미한다.",1
발랑고다인,"바타토탈레나 동굴 유적의 2만7천 년 전 잔석기와 유사한 시기의 유물은 아프리카에서도 발견되었지만, 인도의 파트네 유적에서는 2만4천5백년 전의 잔석기가 발견되어, 남아시아의 잔석기가 지역 특성에 맞춰 자생했다는 주장이 제기되고 있다.",1
SS-083 도산안창호,"미국은 18척의 버지니아급 잠수함 건조 예산 290억 달러를 들여 AIP 장착 디젤 잠수함 30척 건조를 주장하며, 척당 1조원에 달하는 안창호급과 유사한 잠수함을 구매하려는 논의가 진행되고 있다.",1
감리교회,"한국에는 전래 초기부터 교육에 힘써왔고, 그 결과 감리교 관련 대학인 감리교신학대학교, 협성대학교, 목원대학교, 이화여자대학교, 배재대학교, 배화여자대학교, 안산대학교 등이 설립되었으며, 감리교 목사 양성을 위해 감리교신학대학교, 협성대학교, 목원대학교의 신학대학과 신학대학원이 있다.",1
조선군,"산화 신기전은 5.3m 길이로, 사거리 2.4km, 최대 3.4km 범위의 공격용 발화통 무기로, 대신기전과 길이만 다르고 철편이 내장되어 살상력이 강화된 세계 최초의 2단 로켓입니다.",1
루도비쿠스 2세 게르마니쿠스,"842년 6월과 같은 해 6월, 로타르, 루트비히, 카를 3형제는 여러 차례 협상을 시도했으나 왕국 경계를 정하지 못하고, 결국 843년 8월 제국을 3분하기로 합의했다.",1
빌헬름 프리데만 바흐,"프리데만은 프러시아 궁정 악장 요한 필리프 키른베르거를 몰아내려는 음모를 꾸몄으나 실패하고, 안나 아밀리아의 도움도 받지 못하며, 이후 사라 이치히 레비의 개인 교사로 일하다가 베를린에서 73세의 나이로 세상을 떠난다.",1
첼로 소나타 5번 (베토벤),"작품 번호 102 세트의 첫 작품과 같은 해에 작곡되었지만, 첫 작품과 달리 3악장 형태의 고전적인 소나타 형식을 따르고, 느린 서주 대신 제2악장에 느린 악장을 삽입하여 구성된다.",1
마카,"안데스 산맥 원주민들은 기원전 16세기부터 마카를 재배하여 귀중한 식물로 여기며 물물교환이나 약용으로 사용했고, 1843년 빌헬름 게르하르트 발퍼스가 최초로 서양인으로서 마카를 발견하고 학명을 부여했다.",1
장조 (전한),"기원전 138년, 민월의 침공으로 고난을 겪은 동구가 한나라에 도움을 청하자, 태위 전분은 개입을 반대했지만, 장조의 설득으로 무제는 회계태수를 파견하여 동구를 구원하게 했다.",1
루트비히 볼츠만,"볼츠만은 1869년 25세의 나이로 그라츠 대학 이론물리학 교수가 되고, 그 해에는 하이델베르크에서 분젠과 쾨니히스베르거, 1871년에는 베를린에서 키르히호프와 폰 헬름홀츠와 함께 연구하며 1873년 빈 대학 수학교수로 임용되어 1876년까지 재직했다.",1
뇌신경,두개골의 외부와 두개골 자체.,1
제1차 영국-네덜란드 전쟁,17세기 중반 네덜란드는 해상 무역을 통해 압도적인 상업력을 갖추어 유럽을 넘어 세계 각지의 무역로를 장악하고 풍부한 이익을 얻었다.,1
청도군의 새마을 운동,"""신도리, 임자, 지금 마을에 가서 주민들에게 마을의 현재 상황을 물어보렴.""",1
수원 KT 소닉붐,2014년부터 2015년까지의 시즌에는 플레이오프 진출에 2년 만에 실패하며 7위를 기록했다.,1
앨리스 이브,이브는 2017년 11월 미국 국적을 얻었다.,1
베이어드 러스틴,마틴 루터 킹 목사의 연설에 영감을 받은 그는 비폭력주의 철학을 따르며 남부 기독교 연합 회의를 지원하고 시민 운동의 주요 전략가로 활동하며 1963년 워싱턴 행진의 핵심 지도자로서 흑인 노동조합을 이끌었다.,1
린미 철로,"1985년 기준, 지시철로지구 운수생산지휘부 소속 이등역 3곳(지시역, 시지시역, 헝산역)과 다양한 시설 6종류가 운영되었는데, 이에는 수도전기공구 1곳, 철도공안파출소 4곳, 직원 자제 중학교 2곳, 직원 자제 소학교 3곳, 철도병원 1곳, 삼림 1곳이 포함되었다.",1
해제,"약정해제권은 계약 당사자의 의사에 따라 계약을 해제할 수 있는 권리를 말하며, 매매계약에서의 계약금 반환이나 환매 등이 대표적인 예시이다.",1
타이둥현,"타이둥 지역은 1636년 네덜란드 통치 기록에서 처음 등장하며, 당시 포르투갈, 스페인, 네덜란드가 대항해시대를 맞이하여 타이완섬을 탐험하고 새로운 시장을 찾기 위해 들어왔던 시대였다.",1
앨리스 콜트레인,"남편을 잃은 슬픔으로 고통받던 앨리스는 스피리츄얼리티를 찾아 힌두교 지도자를 만나 1972년 캘리포니아로 이주하여 베단타 센터를 설립하고, 1970년대 후반에는 투리야산기타난다로 개명하며 샨티 아난탐 아슈람에서 영적 지도자로 활동하며 음악을 통해 영성을 표현했다.",1
즈가리야서,"즈가리야는 한 권의 책이지만, 형식과 내용의 차이로 학자들은 1-8장과 9-14장으로 나누어 즈가리야 1, 즈가리야 2로 구분한다.",1
김교수,김교수 대위의 지휘 아래 6중대는 교암산 전투에서 8시간 동안 백병전을 벌이며 중공군 1200여명을 격파했다.,1
타카하시 요스케,"대학 시절 미즈노 유전 주재의 동인지에 참여하고 아키타 서점의 「소년 챔피언」에 스토리 만화를 제출했으나,  다른 편집부에서 하라다 토시야스에게 인정받아 1977년 「에호 박사의 진료실」로 데뷔했다.",1
광주 증심사 철조비로자나불좌상,"광주 증심사 철조비로자나불좌상은 조각 기술은 뛰어나지 않지만, 완벽한 균형미로 높이 평가받으며, 도피안사, 보림사 철조비로자나불좌상과 함께 9세기 경에 제작된 것으로 추정된다.",1
알라위파,이슬람교에서의 지위.,1
킬 오더,"마크가 철길을 따라 걸으며, 갑자기 난생 처음으로 본 엄청난 플레어 현상으로 인해 사람들이 끔찍하게 죽거나 죽어가는 모습을 목격하고, 그는 겁에 질려 반대 방향으로 달아났다.",1
세르세,"그녀에게 세르세의 생각에 대해 경고했지만, 로밀다는 아사메네에 대한 사랑을 굳건히 다짐하며, 그녀의 여동생 아탈란타는 용기를 내어 아사메네에게 사랑을 고백하지만, 그들은 그녀를 무시한다.",1
교황 젤라시오 1세,"아카키우스 분열 시기, 젤라시오 1세는 사도 베드로 계승자임을 근거로 교황의 권위를 강조하며 서방과 동방 교회를 모두 아우르는 교황 지상권을 주장하여 후대 교황들에게 귀감이 되었다.",1
봄여름가을겨울 (빅뱅의 노래),"YG 엔터테인먼트는 2022년 3월 16일, 신곡 뮤직비디오 촬영을 완료했다고 발표했습니다.",1
메이든헤드 (영국 의회 선거구),2010년부터 현재까지 윈저 메이든헤드 왕립구와 워킹햄 구의 다양한 지역을 포함.,1
쇼콜라 (음악 그룹),2012년 2월 3일 KBS 2TV 뮤직뱅크를 통해 발매된 두 번째 싱글 〈하루만 더〉의 무대를 처음으로 선보이며 활동을 이어나갔다.,1
그렐린,"초기 단식 시, 췌장에서 분비되는 글루카곤은 포도당을 주된 에너지원으로 활용하도록 돕는다.",1
초산 전투,"제1대대는 희천-영변 지역을 경유해 북진하는 북한군을 계속 추격하여 격파하고, 14시에 희천을 출발하여 극성령 근처에서 1개 소대 규모의 적을 격파한 후 20시에 회목동까지 진격했고, 제2대대는 제1대대를 따라 뒤따라가며 진격을 가속화했다.",1
유대인,"제1차 세계 대전 이후 유럽의 정치적 혼란은 파시즘의 부상과 반유대주의 정책으로 이어져, 특히 나치 독일의 홀로코스트로 인해 유럽 유대인 인구는 막대한 피해를 입었다.",1
무임승차 문제,"시장이 공공재를 충분히 공급하지 못하면, 지역 공공재 생산 비용을 세금으로 부과하여 정부가 공급하는 방안이 제시되지만, 이는 시장 효율성을 보장하지 못한다.",1
무주군,"통영대전고속도로와 국도 19, 30, 37호선이 무주군을 지나가며, 무진장여객이 농어촌버스를 운행하고, 인천, 서울, 대전, 대구, 전주, 광주, 부산 등 주요 도시들로의 이동 시간은 각각 3시간, 2시간 30분, 1시간, 1시간, 1시간, 2시간 10분, 3시간이 소요됩니다.",1
그리스 신화와 서양 예술,"18세기에는 계몽주의의 영향으로 그리스 신화에 대한 거부감이 생겼지만, 그리스 신화는 여전히 예술 작품의 중요한 소재로 활용되며 낭만주의 시대에는 그리스 문화에 대한 열광적인 관심이 고조되어 시, 음악, 미술 등 다양한 분야에 영향을 미쳤다.",1
10미터 공기소총,"결선 경기는 각 사격 점수가 소수점 아래까지 기록되며, 최고 점수는 10.9점(109점 만점)으로, 이 점수가 결승 우승을 가리킵니다.",1
금,"자연금 및 건식법으로 추출된 금속에는 은과 기타 금속이 섞여 있기 때문에, 이들을 분리하기 위해 산분해법과 전해법을 활용한다.",1
동아프리카 지구대,"남서 방향으로 뻗은 남서 열곡대는 콩고 남부와 잠비아의 탕가니카호에서 출발하여 1700km에 걸쳐 보츠와나의 오카방고 열곡대까지 이어지며, 탕가니카호에는 2005년 12월 규모 6.8의 강력한 지진이 발생했습니다.",1
소 요시카쓰 (이사부로),"소 요시카쓰(宗義功)는 쓰시마 후추번의 제11대 번주로, 어릴 적에는 이사부(猪三郎)라는 이름을 가졌다.",1
캄파니아주,"팝 아티스트 앤디 워홀은 1980년 이르피니아 지진을 주제로 탄생한 유명 작품 '파테 프레스토'와 '베수비우스'를 남겼고, 이 두 작품은 현재 이탈리아 카세르타 궁전의 '테라에 모투스' 전시회에서 관람할 수 있다.",1
마이컬슨 간섭계,"볼록렌즈를 사용하여 레이저 빔을 초점에 모으고, 그린 글래스 플레이트를 통해 초점을 확인했으며, 레이저 빛이 구형으로 방사되는 부분을 관찰하였다.",1
루쉰,"그는 '루쉰' 이외에도 120여 개가 넘는 필명을 사용하며 혁명 활동을 펼쳤고, '미명사', '어사사' 등을 통해 활동하며 베이징 대학 등에서 대학생들을 가르쳐 중국 공산당의 혁명 문예 인력을 양성하는 데에도 힘썼다.",1
살로메,"헤로데 안티파스의 생일 축하 연회에서 헤로데의 딸이 아름다운 춤을 선보이며, 왕은 그녀의 소원을 들어주겠다고 약속하자, 딸은 어머니의 설득으로 요한의 목을 쟁반에 담아 줄 것을 요구하여 왕은 즉시 요한을 처형했다.",1
후안 바레라,"2005년 레알 에스텔리 FC 입단을 시작으로 그는 2006년까지 활동했고, 2008년부터 2011년까지 왈테르 페레티 FC에서, 2011년에는 파나마의 타우로 FC에서 8경기를 뛰며 다양한 리그에서 경력을 쌓았으며, 2013년에는 베네수엘라 세군다 리그의 데포르티보 페타레 FC로 임대되어 10경기에 출전했고, 2015년까지 에스텔리에서 72경기 25골을 기록하며 팀의 우승에 기여했다.",1
차르의 종,"1836년 여름, 프랑스 건축가는 석조 받침대에 종을 올리며, 파편만으로도 당시 세계에서 두 번째로 큰 종보다 3배나 큰 규모를 자랑하는 업적을 달성했다.",1
포스코스틸리온,신건철 사내이사 전무는 2019년 3월 17일부터 1년간 임기를 시작하며 기획재무실장을 맡게 되었다.,1
코소 유물,"이 점화 플러그가 오파츠로 발견될 때마다, 그 주변을 덮고 있던 석유화학한 흙이 지질학적 분석을 통해 50만 년 전으로 측정된 경우가 많다.",1
호남고속선,"개통 후 광주송정역까지의 소요 시간이 1시간 33분으로 단축되었고, 경부고속철도 원효터널 천성산 환경 파괴 논란을 피하기 위해 계룡산 국립공원을 우회하여 건설되었다.",1
2014년 시드니 인질극,"오전 2시 14분경 경찰이 5~6명의 추가 인질이 뛰어나온 후 무장 급습을 감행, 50분 만에 인질극을 종료했다.",1
캘리포니아 스팽글드,1986년 니만 마르쿠스 크리스마스 카탈로그의 표지에서 이 스팽글이 처음으로 대중들에게 알려졌다.,1
성지키기 온라인,이 모드는 유물과 특성을 크게 의존한다.,1
이탈리아의 역사,"14세기 흑사병 이후 회복된 이탈리아 북부 도시 국가에서 휴머니즘과 르네상스가 번성하여 고대 이후 다시 한 번 서구 문명의 중심지로 부상하며, 이탈리아의 영향력은 유럽 전역으로 퍼져 페라라의 에스테 가나 피렌체의 메디치 가를 본받는 유행을 일으켰다.",1
진해구,"이 행사 기간 동안 진해구 시내는 차량과 버스 혼잡이 심하며, 특히 관광버스가 많이 운행되고 안민드림로드와 같은 도로는 통제된다.",1
미군 위안부,1948년 공창 폐지령의 시행으로 한국에서 공창제가 폐지되고 성매매가 금지되었다.,1
드래곤 볼 레전즈,초사이어 2: 소년기 시절,1
익선동,"익선동은 1920년대부터 건축된 한옥들이 모여 있는 서울에서 가장 오래된 한옥 단지 중 하나로, 역사적 변화와 다양한 문화가 얽혀 발전해 온 곳이다.",1
미겔 에레라,"미겔 에르네스토 에레라 아기레는 1968년 3월 18일 이달고주에서 태어난 은퇴한 멕시코 축구 선수로, 별명 '피오호'로 유명하다.",1
아르튀르 3세 드 브르타뉴 공작,아르튀르는 프랑스 내전 동안 아르마냐크파에 가담하여 1415년 아쟁쿠르 전투에서 부상을 입고 포로가 된 후 1424년 도팽에게 복귀하여 1425년 콘네타블에 임명되었다.,1
웨스트민스터 조약,"1756년 1월, 영국과 프로이센은 프랑스에 대비하여 중립을 약속하는 협정을 체결했다.",1
고전주의 음악,고전파 음악 양식의 발전을 위한 다양한 활동들을 지역별로 살펴보면 아래와 같다.,1
브로드웨이 연극,"2007년 런던 웨스트엔드 극장은 1,360만 명의 관객을 기록했습니다.",1
최강전사 미니특공대의 등장인물 목록,"리오의 비서는 붉은색 단발머리에 정장을 입고, 격투기 유단자로 리오의 훈련 파트너까지 맡으며 개성 넘치는 캐릭터다.",1
사회학,"예술 사회학은 예술을 사회 현상으로 간주하여, 특히 2차 세계 대전 이후 예술이 사회에 미치는 영향을 학문적으로 분석하는 학문이다.",1
데이터베이스,객체 지향 프로그래밍의 장점을 데이터베이스에 적용하기 위해 1980년대에 객체 지향 데이터베이스가 등장하여 관계형 데이터베이스 이후 시대를 열었다.,1
입법회 종합 빌딩,"입법회의의 회의 및 활동을 취재하는 기자들을 위한 미디어 시설에는 이중 프레스룸, TV-라디오 방송 전용실, 촬영 및 사진 작업에 적합한 넓은 사진실이 있다.",1
텍사스주,"텍사스주는 1900년과 1920년 사이에 교통망을 확장하고 농업을 발전시키면서 번영을 이루었지만, 1900년 갤버스턴을 강타한 허리케인으로 인해 6,000명이 숨졌다.",1
병원정보시스템,병원정보시스템은 여러 시스템의 통합으로 이루어져 있다.,1
테오도리쿠스 마그누스,"테오도리쿠스 대왕은 제위기간 동안 동고트족과 서고트족을 모두 다스렸고, 특히 505년에는 서고트족의 어린 왕을 섭정하며, 프랑크족의 침략을 막고 반달족의 습격을 격퇴하는 등 다양한 외세를 물리쳤다.",1
고재호 (법조인),"본관은 장흥이며, 호는 취봉이다.",1
코로나바이러스감염증-19,"2020년 3월 11일, 세계보건기구는 코로나19를 팬데믹으로 공식 선언했다.",1
이시다 미쓰나리,"도요토미 가문을 통합하기 위해 이에야스는 히데요시가 금지했던 사혼을 어기고 후쿠시마 마사노리, 가토 기요마사, 구로다 나가마사 등을 사돈으로 맞이하며 가문 내 세력을 확보하려 했다.",1
조선왕조실록,일제강점기의 역사적 상황 속에서 편찬된 고종실록과 순종실록은 조선왕조실록의 규례를 따르지 않고 일본 관점에서 서술되었기에 일반적으로 별도로 분류된다.,1
아오모리시,아오모리 현 중앙에 위치한 아오모리시는 현청이 있는 중핵시이다.,1
모노노케 (애니메이션),"바다 요괴들이 떠오르는 요괴가 깃든 바다를 배경으로, 우미보즈와 그들과의 만남이 그려지는 3화 구성의 에피소드.",1
아두이노,부트로더는 포트 D의 특정 입력 핀이 LOW 레벨일 경우 부트로더 실행을 선택하고 그렇지 않으면 개발자가 만든 프로그램을 실행한다.,1
2010년 IIHF 챔피언십,"체코가 사상 6번째 우승을 차지하며, 이탈리아와 카자흐스탄은 2011년 디비전 1로 강등되었다.",1
대한민국 형사소송법 제310조의2,제1항부터 제4항의 규정은 피고인과 피고인이 아닌 자의 수사 과정 진술서에 적용된다.,1
삼국 시대,"고대 국가 체제 구축을 위해서는 사상 통일이 선행되었는데, 이는 지방적 사상 체계를 고대 국가적 사상 체계로 변화시키기 위해 포괄적이고 고차원적인 이념과 윤리적 기준이 요구되었음을 의미하며, 고구려, 백제, 신라의 불교 수입 및 공인은 이러한 사상 통일의 중요한 예시이다.",1
엔트리 포인트,"main 함수의 반환 값은 프로세스의 종료 상태를 결정하며, 기타 반환 값은 구현에 따라 달라질 수 있습니다.",1
서지학,"서지학은 서적의 진실된 내용을 파악하고, 가장 적절한 판본을 선택하며, 출판 시기를 추정하고, 진본 여부를 판단하여 학문적 가치를 평가하는 학문으로, 독창성뿐만 아니라 정확성과 객관성이 필수적이다.",1
2021년 AFC 챔피언스리그,"2021년 1월 25일, 아시아 축구 연맹이 대회 일정을 공개했다.",1
후안 폰세 엔릴레,"아키노 대통령은 1986년 시민 혁명을 주도하며 국민들의 지지를 받았고, 이후 2008년에는 필리핀 상원 의장에 당선되었다.",1
베트남,"1969년 호찌민 사후 쯔엉찐, 레주언, 팜반동 세 명을 중심으로 집단지도 체제를 갖춘 옛 월맹은 1976년 남북통일 준비를 마무리하고 남북단일 국민의회 총선거를 치러 30년 만에 최고 권력기구를 구성했다.",1
최한기,"최광현 부부가 아들을 염원하며 기도하다가, 남편의 꿈을 통해 사촌집에 소나무를 심어 자녀가 태어날 것을 알리고, 그 꿈대로 최한기를 양자로 맞이하게 된 것이다.",1
선산 곽씨,"선산곽씨대동보에 본관을 명시하지 않았으므로, 시조 곽우현이 선산군을 관향으로 삼았을 가능성이 높으며, 선산은 고려시대 개경 근처 시거지 일대를 지칭하는 것으로 추정되지만, 고려사 등 기록에서 그 지명을 찾기 어렵다.",1
통합 인증,"사내 웹 애플리케이션 분산 문제 해결을 위한 통합 인증 패키지가 등장하며, 최근에는 단말 에뮬레이터나 클라이언트-서버 모델 애플리케이션까지 지원하는 기업용 제품도 출시되고 있다.",1
와이즈 어니스트 압류 사건,"2020년부터 2022년까지 북한 나진항을 경유하여 러시아에서 중국으로 505만 톤의 석탄이 수출되었으며, 한국은 매년 100만 톤의 러시아산 석탄을 수입하고 있다.",1
아랍의 봄,"2011년 4월, 아사드 대통령에 대한 지지와 반대 시위가 번갈아 일어났고, 4월 15일에는 수만 명이 다마스쿠스 점령을 목표로 5만 명이 넘는 시위를 벌였으며, 이에 아사드 대통령은 계엄령을 재선포하겠다고 선언했다.",1
시즈오카시,"시즈오카는 1911년 전차 운행을 시작하고 1914년 폭우로 인한 아베 강 범람을 겪으며 1920년에는 인구 74,093명을 기록, 1920년대와 30년대에 주변 정촌의 합병을 통해 면적을 확장했지만 1935년 지진과 1940년 대화재로 큰 피해를 입었다.",1
에덴 아자르,아자르는 벨기에의 지역 축구 팀에서 축구 커리어를 시작한 후 릴로 이적하여 16세의 나이로 프로 데뷔를 치르고 뤼디 가르시아 감독 아래 핵심 선수로 성장하며 두 차례 UNFP 올해의 영플레이어 상을 수상하는 등 뛰어난 활약을 보였다.,1
아즈마야 대수,아즈마야 대수는 19세기 말부터 나눗셈환의 분류 틀에서 연구되어 온 체 위의 대수적 구조이다.,1
보어 전쟁,"영국 제국과 트란스발 공화국과 오렌지 자유국의 연합군 사이의 전쟁으로, 1899년 10월 11일 보어인의 선제 공격으로 시작되어 1902년 5월 31일 영국 승리로 끝났고, 결과적으로 보어 공화국은 영국 식민지가 되었다.",1
핵산 분해 효소,"DNA 불일치 수선은 유기체 내에서 특이적 핵산 중간 분해 효소의 활동에 의해 영향을 받으며, 원핵 생물에서는 주로 MutSLH와 VSP 복구 단백질이 이 역할을 담당한다.",1
진 양공 (25대),"기원전 624년, 진 목공이 왕관을 침공하고 효의 시신을 봉안한 뒤 진나라가 분노했지만 맞서 싸우지 못하고, 초나라의 강나라 포위 공격에 주나라는 양처보를 보내 구원했고, 노나라와의 회맹을 통해 과거의 굴욕을 극복하려 노 문공과 양처보가 12월 친히 회맹하였다.",1
구피 (캐릭터),구피는 1932년 월트 디즈니 프로덕션에서 제작된 개를 모델로 한 동물 애니메이션 캐릭터다.,1
섬란 카구라 -소녀들의 진영-,"타카기 켄이치의 기획과 키타지마 유키노리의 시나리오, 야에가시 난의 캐릭터 디자인으로 만들어진 이 작품은 드라마와 액션 파트로 구성되어 있으며, '폭유 하이퍼 배틀'이라는 장르명처럼 섹시함이 돋보이는 연출이 특징이다.",1
종교개혁과 칼뱅의 성경해석,"피렌체에서 시작된 르네상스는 파괴와 창조를 동시에 다루며 새로운 시대를 열었고, 이는 로렌초 발라, 부데, 에라스뮈스와 같은 인문주의자들에게 영향을 주어 마르틴 루터, 울리히 츠빙글리, 장 칼뱅 등의 종교 개혁가들에게 이어져 개신교가 탄생하게 되었다.",1
알레프 수,"하르톡스의 정리에 따르면, 기수의 부등식을 만족하는 하한은 항상 존재한다.",1
기본권,불명시권.,1
유럽의 역사,"제2차 세계대전 종전 이후 유럽은 전쟁 포로와 난민의 이동, 국경 재배정, 독일과 오스트리아의 분할, 그리고 서독과 동독의 수립 등 격동의 변화를 겪었다.",1
포켓몬 목록,"2009년 게임스레이더 인터뷰에서 마스다는 일반 포켓몬 디자인은 6개월 정도 소요되지만, 스타팅 포켓몬이나 전설 포켓몬처럼 중요한 포켓몬은 1년 이상 걸릴 수 있다고 설명하며, 디자이너에게 창의적인 자유를 주고 싶어하며, 항상 포켓몬 디자인에만 집중하지 말고 다양한 아이디어를 탐색하라고 강조했다.",1
뉴올리언스 전투,"12월 14일, 영국 해군과 해병대의 공격으로 인해 미군 소함대가 보르뉴 호에서 패배하고 86명이 포로로 잡혔다.",1
파르치팔,"이 작품의 영향력은 문학을 넘어 미술과 음악에도 미쳤으며, 그 대표적인 예시로 1882년에 초연된 리하르트 바그너의 오페라 파르지팔이 꼽힌다.",1
캐릭터 클래스 (던전 &amp; 드래곤),"진화된 던전 & 드래곤은 종족과 클래스 조합의 제약을 완화했지만, 비인간 종족은 클래스 선택과 최대 레벨에 제한이 있었고, 추가 클래스는 기존 클래스로 통합되었으며, 바드는 명예 클래스로서 처음 소개되어 플레이어가 파이터로 시작하여 시프로 변신하고 마지막으로 바드가 되는 복잡한 과정을 거쳐야만 선택 가능했다.",1
9·19 군사분야 남북합의서,"서해 덕적도 이북부터 초도 이남, 동해 속초 이북부터 통천 이남까지 해상에서 포사격 및 해상 기동훈련을 중단하고 해안포와 함포의 포구를 잠그기로 결정했다.",1
반고 (후한),"반고가 100편에 달하는 저술로 인해 사사로이 나라의 역사를 짓는다는 고발을 받고 체포되었지만, 동생 반초의 변론으로 무고가 밝혀져 황제로부터 면죄부와 역사책 저술 허가를 받았다.",1
Dd (유닉스),다른 방법으로는 랜덤 데이터를 채우고 삭제할 수도 있습니다.,1
기타바타케 아키이에,"3월 2일 곤노주나곤에 임관한 아키이에는 3월 20일 또는 24일에 아시카가 측 무사를 격파하기 위해 무쓰로 돌아갔고, 그 과정에서 사가미에서 아시카가 측의 시바 이에나가의 저지에도 불구하고 4월에 이를 격파했다.",1
당구,"단풍나무를 주로 사용해 만들어진 큐는 길이가 약 150cm, 무게는 420~595g이며, 큐 끝에는 가죽 팁이 달려 있습니다.",1
서울시립미술관,"서울시립미술관은 서울에 위치한 미술관으로 서울특별시청이 운영하는 기관이며, 관장은 지방학예연구관으로 임명되며 지방임기제공무원으로 볼 수 있다.",1
이복남,"1592년 7월, 안코쿠지 에케이가 이끄는 일본군이 전주로 진격하며 웅치에서 광주 목사 권율이 이끄는 1,500여 명의 군사와 함께 치열한 전투를 벌였다.",1
페니실린,보통 스펙트럼을 가진 항생제.,1
양자 얽힘,"양자역학에서 측정은 단순히 상태를 관찰하는 것이 아니라, 관찰 자체가 계의 상태를 변화시키는 과정입니다.",1
2017년 독일 대통령 선거,"2016년 6월 6일, 가우크는 나이가 많아 재선이 어렵다고 밝히며, 이미 2015년 9월부터 역대 최고령 대통령을 기록하고 있었다.",1
기동전사 건담 SEED의 등장인물 목록,"플랜트 최고평의회 의장 길버트 듀랜달은 과거 연인이었지만, 아이를 갖고 싶다는 이유로 헤어졌다.",1
앙카라 전투,"오스만 군과 티무르 군의 치열한 전투는 쿠북강의 수로를 바꾸고, 목마르고 지친 오스만 군의 패배로 끝나 바예지드를 포함한 오스만 군의 일부만이 탈출하는 극적인 결말을 맞이했다.",1
해동고승전,"현존하는 《해동고승전》에는 책머리에 석보와 불교의 동방 전래를 기록하고, 이후 다양한 인물들의 일대기를 담고 있다.",1
지그마어 가브리엘,"가브리엘은 유럽 연합의 지속을 위해 적극적으로 나서, 그리스 재정 위기와 영국 탈퇴를 포함한 여러 위기 상황에서 다양한 노력을 기울였다.",1
AC 밀란,"1961-62 시즌 밀란은 네레오 로코 감독의 리더십 아래 카테나치오 전술을 구사하며 리그 우승을 차지했고, 특히 지아니 리베라와 조제 알파티니를 핵심으로 1963년 첫 유러피언컵 우승을 거두며 이탈리아 클럽 최초의 우승 기록을 세웠다.",1
포도주 양조,적포도주 제조 시 줄기를 제거하는 것은 적포도 품종의 줄기가 청포도보다 탄닌 함량이 높고 피망 향을 내는 2-methoxy-3-isopropylpyrazine이 풍부하기 때문이다.,1
윤인함,"어린 나이부터 총명하여 6세에 글을 쓸 줄 알았고, 그림에도 뛰어나 특히 대나무 그림 실력이 뛰어나 죽재라는 호를 얻었으며, 명종 7년 진사가 되고 10년에 병과로 급제하여 승문원권지 등 여러 관직을 역임했다.",1
공산주의,"1918년 볼셰비키는 혁명 성공 이후 당명을 러시아 공산당으로 변경하고, 1919년 3월 2일에는 '전 세계 공산주의 운동'을 주장하며 공산주의 인터내셔널(코민테른)을 건설했다.",1
랜덤 포레스트,k-최근접 이웃 알고리즘에 대한 설명.,1
항적난기류,거대 제트기는 생성하는 소용돌이의 크기가 경비행기 전체보다 훨씬 넓다.,1
폴 오닐,"오닐은 6년 연속으로 타율이 300을 넘는 시즌을 기록하며 317의 타율로 시즌을 마쳤고, 24개의 홈런과 40개의 2루타를 기록했다.",1
NHK 월드,NHK 월드는 일본 방송협회가 운영하는 국제적인 위성 방송 채널입니다.,1
대한민국의 지역주의,1971년 대선을 앞두고 중앙정보부가 주도한 영남 지역 공작으로 '호남 지역 주민들이 영남 지역 상품을 구매하지 않겠다는' 내용의 전단지가 유포되었다.,1
바나흐 대수,"그렇다면, 직접곱의 부분 공간을 살펴보자.",1
라이파이,인간 눈에 닿지 않는 백만 분의 1초 간격으로 깜빡이는 LED 천장 유닛을 통해 빛의 깜빡임으로 정보가 주고받는다.,1
